,gen_summaries,rouge_scores
726,"John Medica, director of the Louisiana's Federal Property Assistance Agency, told CNN he was unaware Katrina victims still needed the items because no agency had contacted his office.","{'rouge1': Score(precision=0.22857142857142856, recall=0.27586206896551724, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.11428571428571428, recall=0.13793103448275862, fmeasure=0.125), 'rougeLsum': Score(precision=0.14285714285714285, recall=0.1724137931034483, fmeasure=0.15625)}"
727,"The Massachusetts-based Physicians for Human Rights reached that conclusion after two-day clinical evaluations of 11 former detainees, who had been held at the Abu Ghraib prison in Iraq, at Guantanamo Bay, Cuba, and in Afghanistan. Four of the men evaluated were arrested in or taken to Afghanistan between late 2001 and early 2003 and later were sent to Guantanamo Bay, where they were held for an average of three years before being released without charge, the report says.","{'rouge1': Score(precision=0.23529411764705882, recall=0.1, fmeasure=0.14035087719298245), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14705882352941177, recall=0.0625, fmeasure=0.08771929824561403), 'rougeLsum': Score(precision=0.14705882352941177, recall=0.0625, fmeasure=0.08771929824561403)}"
728,"summarize: GAZA CITY, Gaza (CNN) -- A truce between Israel and Gaza's Hamas leaders will take effect Thursday and last for six months, Hamas officials said Tuesday. ""The","{'rouge1': Score(precision=0.1951219512195122, recall=0.2857142857142857, fmeasure=0.2318840579710145), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0975609756097561, recall=0.14285714285714285, fmeasure=0.11594202898550725), 'rougeLsum': Score(precision=0.17073170731707318, recall=0.25, fmeasure=0.20289855072463767)}"
729,"To improve America's competitiveness, the senator from Illinois said he wants to spend $10 billion on childhood education, $150 billion over 10 years on developing alternative energy and $60 billion over 10 years to build ""21st century infrastructure."" Obama said he would pay for these programs by ending the war in Iraq, reducing government waste, charging polluters for greenhouse gas emissions and ending the Bush tax cuts for wealthy individuals.","{'rouge1': Score(precision=0.30434782608695654, recall=0.19718309859154928, fmeasure=0.23931623931623933), 'rouge2': Score(precision=0.044444444444444446, recall=0.02857142857142857, fmeasure=0.034782608695652174), 'rougeL': Score(precision=0.1956521739130435, recall=0.1267605633802817, fmeasure=0.15384615384615385), 'rougeLsum': Score(precision=0.2391304347826087, recall=0.15492957746478872, fmeasure=0.18803418803418806)}"
730,"""Although GMP officers have no powers of arrest abroad and ultimate responsibility for policing the game lies with the Russian authorities, we have been gathering intelligence on potential and known troublemakers and GMP officers will be in Moscow in an advisory role,"" McCormick added.","{'rouge1': Score(precision=0.16666666666666666, recall=0.13636363636363635, fmeasure=0.15), 'rouge2': Score(precision=0.05714285714285714, recall=0.046511627906976744, fmeasure=0.05128205128205128), 'rougeL': Score(precision=0.08333333333333333, recall=0.06818181818181818, fmeasure=0.075), 'rougeLsum': Score(precision=0.1388888888888889, recall=0.11363636363636363, fmeasure=0.125)}"
731,"summarize: LONDON, England (CNN) -- Kimi Raikkonen has lambasted McLaren's Lewis Hamilton for the pit-lane accident that ended both of their races at the Canadian Grand Prix.","{'rouge1': Score(precision=0.40540540540540543, recall=0.5357142857142857, fmeasure=0.46153846153846156), 'rouge2': Score(precision=0.2777777777777778, recall=0.37037037037037035, fmeasure=0.3174603174603175), 'rougeL': Score(precision=0.40540540540540543, recall=0.5357142857142857, fmeasure=0.46153846153846156), 'rougeLsum': Score(precision=0.3783783783783784, recall=0.5, fmeasure=0.4307692307692308)}"
732,"In 2006 over one million Britons visited the United Arab Emirates, according to the UK Foreign office.","{'rouge1': Score(precision=0.1568627450980392, recall=0.47058823529411764, fmeasure=0.23529411764705882), 'rouge2': Score(precision=0.06, recall=0.1875, fmeasure=0.09090909090909091), 'rougeL': Score(precision=0.058823529411764705, recall=0.17647058823529413, fmeasure=0.08823529411764706), 'rougeLsum': Score(precision=0.11764705882352941, recall=0.35294117647058826, fmeasure=0.17647058823529413)}"
733,summarize: (CNN) -- Al Qaeda leader Os,"{'rouge1': Score(precision=0.08571428571428572, recall=0.5, fmeasure=0.14634146341463414), 'rouge2': Score(precision=0.058823529411764705, recall=0.4, fmeasure=0.10256410256410256), 'rougeL': Score(precision=0.08571428571428572, recall=0.5, fmeasure=0.14634146341463414), 'rougeLsum': Score(precision=0.08571428571428572, recall=0.5, fmeasure=0.14634146341463414)}"
734,"summarize: GLADSTONE, Illinois (CNN) -- Residents of this small town in Illinois, like many others who","{'rouge1': Score(precision=0.08888888888888889, recall=0.26666666666666666, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.045454545454545456, recall=0.14285714285714285, fmeasure=0.06896551724137931), 'rougeL': Score(precision=0.06666666666666667, recall=0.2, fmeasure=0.1), 'rougeLsum': Score(precision=0.06666666666666667, recall=0.2, fmeasure=0.1)}"
735,"""I would come home, and there would be just weird lights on in my house -- lights that I didn't even remember turning on in the first place."" ""I dropped a tank top behind the door as I was leaving for work, thinking that when I come home that night, I'm going to peek my head around the corner. ""You","{'rouge1': Score(precision=0.1, recall=0.04918032786885246, fmeasure=0.06593406593406594), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06666666666666667, recall=0.03278688524590164, fmeasure=0.04395604395604396), 'rougeLsum': Score(precision=0.1, recall=0.04918032786885246, fmeasure=0.06593406593406594)}"
736,"After the stillbirth, Ms Burrows, 44, was taken to the Princess Anne maternity hospital in Southampton, also in southern England, where she gave her consent for the body to be cremated.","{'rouge1': Score(precision=0.24324324324324326, recall=0.2903225806451613, fmeasure=0.2647058823529412), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08108108108108109, recall=0.0967741935483871, fmeasure=0.08823529411764705), 'rougeLsum': Score(precision=0.21621621621621623, recall=0.25806451612903225, fmeasure=0.23529411764705882)}"
737,"Berto (22-0, 19 KOs) picked up the WBC belt that became vacant when Floyd Mayweather retired.","{'rouge1': Score(precision=0.13333333333333333, recall=0.23529411764705882, fmeasure=0.1702127659574468), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.17647058823529413, fmeasure=0.12765957446808512), 'rougeLsum': Score(precision=0.1, recall=0.17647058823529413, fmeasure=0.12765957446808512)}"
738,"And you know, she's refining it now I think as we're going into the general election,"" said senior Obama adviser Valerie Jarrett. Michelle Obama saw that in February when a Republican ad used a snippet from a campaign event in which, referring to record voter turnout in the Democratic primaries, she said, ""for the first time in my adult lifetime, I","{'rouge1': Score(precision=0.21951219512195122, recall=0.14285714285714285, fmeasure=0.17307692307692307), 'rouge2': Score(precision=0.025, recall=0.016129032258064516, fmeasure=0.0196078431372549), 'rougeL': Score(precision=0.14634146341463414, recall=0.09523809523809523, fmeasure=0.11538461538461538), 'rougeLsum': Score(precision=0.14634146341463414, recall=0.09523809523809523, fmeasure=0.11538461538461538)}"
739,"Zico, 55, joined the club in July 2006 on a two-year deal and he guided them to a league and Turkish Super Cup double in 2007, their centenary year.","{'rouge1': Score(precision=0.20689655172413793, recall=0.2, fmeasure=0.20338983050847456), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1724137931034483, recall=0.16666666666666666, fmeasure=0.16949152542372883), 'rougeLsum': Score(precision=0.1724137931034483, recall=0.16666666666666666, fmeasure=0.16949152542372883)}"
740,A woman who called 911 before ducking into a security office in the store said she heard the gunman demand that a vault be opened near the store's customer service area.,"{'rouge1': Score(precision=0.2549019607843137, recall=0.40625, fmeasure=0.3132530120481928), 'rouge2': Score(precision=0.02, recall=0.03225806451612903, fmeasure=0.024691358024691357), 'rougeL': Score(precision=0.13725490196078433, recall=0.21875, fmeasure=0.16867469879518074), 'rougeLsum': Score(precision=0.11764705882352941, recall=0.1875, fmeasure=0.14457831325301201)}"
741,"The English-born wife of former Australia fast bowler Glenn McGrath, died on Sunday, aged 42, after a long battle with cancer.","{'rouge1': Score(precision=0.3953488372093023, recall=0.7727272727272727, fmeasure=0.523076923076923), 'rouge2': Score(precision=0.2619047619047619, recall=0.5238095238095238, fmeasure=0.3492063492063492), 'rougeL': Score(precision=0.3488372093023256, recall=0.6818181818181818, fmeasure=0.4615384615384615), 'rougeLsum': Score(precision=0.37209302325581395, recall=0.7272727272727273, fmeasure=0.49230769230769234)}"
742,"An Australian coroner ruled Friday that there was enough evidence to put Gabe Watson on trial for the death of Tina Watson, who was 26 when she drowned in October 2003 while diving around a historic shipwreck in Australia's Great Barrier Reef.","{'rouge1': Score(precision=0.5428571428571428, recall=0.4418604651162791, fmeasure=0.48717948717948717), 'rouge2': Score(precision=0.23529411764705882, recall=0.19047619047619047, fmeasure=0.21052631578947367), 'rougeL': Score(precision=0.4, recall=0.32558139534883723, fmeasure=0.35897435897435903), 'rougeLsum': Score(precision=0.4857142857142857, recall=0.3953488372093023, fmeasure=0.43589743589743585)}"
743,"summarize: KATHMANDU, Nepal (CNN) -- Nepalese authorities Thursday detained at least 650 Tibetan exiles protesting against China's policies in the province ahead of this weekend's Olympic torch relay in Tibet, security officials in Kathmandu said.","{'rouge1': Score(precision=0.5, recall=0.4166666666666667, fmeasure=0.45454545454545453), 'rouge2': Score(precision=0.3103448275862069, recall=0.2571428571428571, fmeasure=0.28125), 'rougeL': Score(precision=0.43333333333333335, recall=0.3611111111111111, fmeasure=0.39393939393939387), 'rougeLsum': Score(precision=0.43333333333333335, recall=0.3611111111111111, fmeasure=0.39393939393939387)}"
744,"Betty Neumar, 76, was charged by North Carolina authorities last month with one count of solicitation of murder in the July 1986 death of Harold Gentry, one of her five dead spouses since the 1950s. Neumar's son appeared on ""Nancy Grace"" on Wednesday along with Jay Almond, a news editor with the Stanly News and Press in North Carolina. Jay","{'rouge1': Score(precision=0.3076923076923077, recall=0.19672131147540983, fmeasure=0.24), 'rouge2': Score(precision=0.05263157894736842, recall=0.03333333333333333, fmeasure=0.04081632653061225), 'rougeL': Score(precision=0.1794871794871795, recall=0.11475409836065574, fmeasure=0.13999999999999999), 'rougeLsum': Score(precision=0.20512820512820512, recall=0.13114754098360656, fmeasure=0.16)}"
745,"Proponents of Louisiana's law, which allowed child rapists to be eligible for the death penalty, say that besides murder, no crime is more deserving of the death penalty than child rape. But I think, given the fact that this is a Supreme Court that said no death penalty for murderers under 18, no death penalty for the mentally retarded, this decision is consistent with a certain restriction on the death penalty, which is reflected in the court but","{'rouge1': Score(precision=0.3157894736842105, recall=0.1518987341772152, fmeasure=0.20512820512820512), 'rouge2': Score(precision=0.02702702702702703, recall=0.01282051282051282, fmeasure=0.017391304347826087), 'rougeL': Score(precision=0.15789473684210525, recall=0.0759493670886076, fmeasure=0.10256410256410256), 'rougeLsum': Score(precision=0.23684210526315788, recall=0.11392405063291139, fmeasure=0.15384615384615383)}"
746,"Army has created a solution with ""Daughters of Iraq,"" a program that trains Iraqi women to find female suicide bombers.","{'rouge1': Score(precision=0.34285714285714286, recall=0.6, fmeasure=0.43636363636363634), 'rouge2': Score(precision=0.2647058823529412, recall=0.47368421052631576, fmeasure=0.339622641509434), 'rougeL': Score(precision=0.3142857142857143, recall=0.55, fmeasure=0.4), 'rougeLsum': Score(precision=0.34285714285714286, recall=0.6, fmeasure=0.43636363636363634)}"
747,"summarize: (CNN) -- Investigators looking for the source of a salmonella outbreak linked to tomatoes will focus on farms in Mexico and Florida, federal health authorities said Friday.","{'rouge1': Score(precision=0.29411764705882354, recall=0.37037037037037035, fmeasure=0.3278688524590164), 'rouge2': Score(precision=0.09090909090909091, recall=0.11538461538461539, fmeasure=0.1016949152542373), 'rougeL': Score(precision=0.20588235294117646, recall=0.25925925925925924, fmeasure=0.22950819672131148), 'rougeLsum': Score(precision=0.23529411764705882, recall=0.2962962962962963, fmeasure=0.2622950819672131)}"
748,"When he vetoed the first version of the farm bill, Bush said it ""continues subsidies for the wealthy and increases farm bill spending by more than $20 billion, while using budget gimmicks to hide much of the increase."" The president said it would hurt efforts to improve American farmers' access to overseas markets.","{'rouge1': Score(precision=0.34146341463414637, recall=0.2641509433962264, fmeasure=0.2978723404255319), 'rouge2': Score(precision=0.025, recall=0.019230769230769232, fmeasure=0.021739130434782608), 'rougeL': Score(precision=0.1951219512195122, recall=0.1509433962264151, fmeasure=0.1702127659574468), 'rougeLsum': Score(precision=0.21951219512195122, recall=0.16981132075471697, fmeasure=0.19148936170212766)}"
749,"summarize: LOS ANGELES, California (CNN) -- Luke Russert, son of journalist Tim Russert, was part of a panel Wednesday that discussed youth voting on CNN's ""Larry King Live."" Luke Russert says dinner table political discussions were part of his upbringing. It","{'rouge1': Score(precision=0.2, recall=0.2682926829268293, fmeasure=0.22916666666666669), 'rouge2': Score(precision=0.05555555555555555, recall=0.075, fmeasure=0.06382978723404256), 'rougeL': Score(precision=0.12727272727272726, recall=0.17073170731707318, fmeasure=0.14583333333333334), 'rougeLsum': Score(precision=0.14545454545454545, recall=0.1951219512195122, fmeasure=0.16666666666666666)}"
750,"summarize: (CNN) -- The first pictures from NASA's Mars Phoenix Lander, which successfully touched down near Mars' north pole Sunday, showed a pattern of brown polygons as far as the camera could see. The","{'rouge1': Score(precision=0.24390243902439024, recall=0.29411764705882354, fmeasure=0.2666666666666666), 'rouge2': Score(precision=0.05, recall=0.06060606060606061, fmeasure=0.05479452054794521), 'rougeL': Score(precision=0.1951219512195122, recall=0.23529411764705882, fmeasure=0.21333333333333335), 'rougeLsum': Score(precision=0.21951219512195122, recall=0.2647058823529412, fmeasure=0.24)}"
751,"summarize: (CNN) -- Authorities in Fayetteville, North Carolina, are investigating the death of a pregnant soldier whose body was found Saturday morning in a motel, police said.","{'rouge1': Score(precision=0.4117647058823529, recall=0.5384615384615384, fmeasure=0.4666666666666667), 'rouge2': Score(precision=0.18181818181818182, recall=0.24, fmeasure=0.20689655172413793), 'rougeL': Score(precision=0.4117647058823529, recall=0.5384615384615384, fmeasure=0.4666666666666667), 'rougeLsum': Score(precision=0.4117647058823529, recall=0.5384615384615384, fmeasure=0.4666666666666667)}"
752,"CNN's Ben Wedeman reports on the past year in Gaza, where people are safer but out of food, gas, and patience. After last June's takeover (or coup d'etat, as Fatah supporters call it), Hamas quickly imposed law and order, tried to reacquaint Gaza's drivers with long-forgotten traffic regulations, launched a municipal cleanup campaign, and forced the release of kidnapped BBC journalist Alan Johnston, who had been held in captivity for almost six months. Israel","{'rouge1': Score(precision=0.32558139534883723, recall=0.17721518987341772, fmeasure=0.2295081967213115), 'rouge2': Score(precision=0.047619047619047616, recall=0.02564102564102564, fmeasure=0.03333333333333333), 'rougeL': Score(precision=0.20930232558139536, recall=0.11392405063291139, fmeasure=0.14754098360655737), 'rougeLsum': Score(precision=0.23255813953488372, recall=0.12658227848101267, fmeasure=0.1639344262295082)}"
753,"""It's a good move by my president, Morgan Tsvangirai,"" said a 26-year-old Movement for Democratic Change activist who said he was forced to stand on hot coals and had boiling water poured on him about a week ago. The man, who displayed a large, pale, blistered patch on his back, asked not to be identified -- as did others being treated at a private hospital in Harare -- for fear of further attacks by gangs supportive of President Robert Mugabe.","{'rouge1': Score(precision=0.46, recall=0.2839506172839506, fmeasure=0.3511450381679389), 'rouge2': Score(precision=0.08163265306122448, recall=0.05, fmeasure=0.062015503875968984), 'rougeL': Score(precision=0.2, recall=0.12345679012345678, fmeasure=0.15267175572519082), 'rougeLsum': Score(precision=0.36, recall=0.2222222222222222, fmeasure=0.27480916030534347)}"
754,"summarize: HARARE, Zimbabwe (CNN) -- Zimbabwe's opposition party said four of its activists and the wife of Harare's mayor -- an opposition member -- have been killed by supporters of President Robert Mugabe, just days ahead of next week's presidential runoff. His","{'rouge1': Score(precision=0.3, recall=0.2857142857142857, fmeasure=0.2926829268292683), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.175, recall=0.16666666666666666, fmeasure=0.17073170731707316), 'rougeLsum': Score(precision=0.15, recall=0.14285714285714285, fmeasure=0.14634146341463414)}"
755,"Hillary Clinton in North Carolina Tuesday, but Clinton's narrow victory in Indiana will likely send the race for the Democratic presidential nomination on to the next round of primaries. Obama took an overwhelming 91 percent of the black vote in North Carolina, according to exit polls, while Clinton claimed only 6 percent. In","{'rouge1': Score(precision=0.3170731707317073, recall=0.24074074074074073, fmeasure=0.2736842105263158), 'rouge2': Score(precision=0.075, recall=0.05660377358490566, fmeasure=0.06451612903225806), 'rougeL': Score(precision=0.21951219512195122, recall=0.16666666666666666, fmeasure=0.18947368421052632), 'rougeLsum': Score(precision=0.2682926829268293, recall=0.2037037037037037, fmeasure=0.23157894736842105)}"
756,"Ileana Ros-Lehtinen, R-Florida, the top Republican on the Foreign Affairs Committee, expressed ""profound disappointment"" over Bush's announcement that North Korea would be coming off the lists of enemies and state sponsors of terrorism. Ed Royce, R-California, called North Korea's declaration late and incomplete, alleging that North Korea built a nuclear facility for Syria, considered a terrorist state by the United States, while the nuclear negotiations were ongoing. In","{'rouge1': Score(precision=0.26, recall=0.1780821917808219, fmeasure=0.2113821138211382), 'rouge2': Score(precision=0.061224489795918366, recall=0.041666666666666664, fmeasure=0.04958677685950413), 'rougeL': Score(precision=0.14, recall=0.0958904109589041, fmeasure=0.11382113821138211), 'rougeLsum': Score(precision=0.22, recall=0.1506849315068493, fmeasure=0.17886178861788618)}"
757,The survivors -- four university students and a safety officer -- told the Coast Guard they were forced off their sailboat after it took on water and capsized.,"{'rouge1': Score(precision=0.14285714285714285, recall=0.23076923076923078, fmeasure=0.17647058823529413), 'rouge2': Score(precision=0.024390243902439025, recall=0.04, fmeasure=0.030303030303030304), 'rougeL': Score(precision=0.11904761904761904, recall=0.19230769230769232, fmeasure=0.14705882352941174), 'rougeLsum': Score(precision=0.14285714285714285, recall=0.23076923076923078, fmeasure=0.17647058823529413)}"
758,"""I look forward to being back with this great team,"" she said as she returned to the Senate at the end of a two-week vacation, taken after she conceded the 17-month-long primary contest to Sen. ""I think, if I had to guess, that the fact that the she ran an honorable and incredibly long and dedicated campaign for the nomination of her party would indicate to me that she would probably return to the United States senate with enhanced prestige and enhanced influence,"" McCain said.","{'rouge1': Score(precision=0.38095238095238093, recall=0.18181818181818182, fmeasure=0.24615384615384614), 'rouge2': Score(precision=0.14634146341463414, recall=0.06896551724137931, fmeasure=0.09374999999999999), 'rougeL': Score(precision=0.2857142857142857, recall=0.13636363636363635, fmeasure=0.1846153846153846), 'rougeLsum': Score(precision=0.30952380952380953, recall=0.14772727272727273, fmeasure=0.20000000000000004)}"
759,"William, who is serving in the Royal Navy, helped make the bust last weekend when he spotted a speedboat found to be carrying nearly a ton of cocaine in the Atlantic Ocean, Britain's Ministry of Defense said Wednesday.","{'rouge1': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2564102564102564, recall=0.2564102564102564, fmeasure=0.2564102564102564), 'rougeLsum': Score(precision=0.23076923076923078, recall=0.23076923076923078, fmeasure=0.23076923076923078)}"
760,"summarize: WASHINGTON (CNN) -- Senate Republicans on Tuesday blocked a Democratic initiative that would have taxed the windfall profits oil companies have enjoyed due to rising energy prices, with the minority leader calling the proposal a ""gimmick."" Record energy prices have led to record profits for oil companies.","{'rouge1': Score(precision=0.38095238095238093, recall=0.3404255319148936, fmeasure=0.35955056179775274), 'rouge2': Score(precision=0.14634146341463414, recall=0.13043478260869565, fmeasure=0.13793103448275862), 'rougeL': Score(precision=0.2857142857142857, recall=0.2553191489361702, fmeasure=0.2696629213483146), 'rougeLsum': Score(precision=0.35714285714285715, recall=0.3191489361702128, fmeasure=0.3370786516853933)}"
761,"Frenchman Laurent Pinel, 31, said the group had to fight off one dragon with rocks and scavenged for shellfish as they waited to be rescued, Britain's Daily Telegraph newspaper reported.","{'rouge1': Score(precision=0.22580645161290322, recall=0.22580645161290322, fmeasure=0.22580645161290322), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.12903225806451613, recall=0.12903225806451613, fmeasure=0.12903225806451613), 'rougeLsum': Score(precision=0.1935483870967742, recall=0.1935483870967742, fmeasure=0.1935483870967742)}"
762,"intelligence agencies that Iran has halted a clandestine effort to build a nuclear bomb and ""do not want to leave Iran in place with a nuclear program,"" Hersh said. ""They believe that their mission is to make sure that before they get out of office next year, either Iran is attacked or it stops its weapons program,"" Hersh said.","{'rouge1': Score(precision=0.16981132075471697, recall=0.15254237288135594, fmeasure=0.16071428571428573), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09433962264150944, recall=0.0847457627118644, fmeasure=0.08928571428571429), 'rougeLsum': Score(precision=0.1320754716981132, recall=0.11864406779661017, fmeasure=0.125)}"
763,"President Bush on Monday said the men and women of the armed forces deserve ""our unflinching support."" The supplemental spending bill provides nearly $162 billion in war funding without the restrictions congressional Democrats vowed to put into place since they took control of Congress nearly two years ago.","{'rouge1': Score(precision=0.27906976744186046, recall=0.25, fmeasure=0.2637362637362637), 'rouge2': Score(precision=0.09523809523809523, recall=0.0851063829787234, fmeasure=0.08988764044943819), 'rougeL': Score(precision=0.2558139534883721, recall=0.22916666666666666, fmeasure=0.24175824175824176), 'rougeLsum': Score(precision=0.2558139534883721, recall=0.22916666666666666, fmeasure=0.24175824175824176)}"
764,"""At certain times over the last 16 months, I have found, for the first time, my patriotism challenged -- at times as a result of my own carelessness, more often as a result of the desire by some to score political points and raise fears and doubts about who I am and what I stand for,"" he said in President Harry Truman's hometown, just days before the Fourth of July. Obama's wife, Michelle, also was criticized about her patriotism, after telling an audience at a campaign event, ""For the first time in my adult lifetime, I'm really proud of my country."" Obama","{'rouge1': Score(precision=0.32558139534883723, recall=0.1346153846153846, fmeasure=0.1904761904761905), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.23255813953488372, recall=0.09615384615384616, fmeasure=0.13605442176870747), 'rougeLsum': Score(precision=0.23255813953488372, recall=0.09615384615384616, fmeasure=0.13605442176870747)}"
765,"The round-ups began May 28, days after the two main political parties said they would not cooperate with the military-backed caretaker government on organizing the elections. The crackdown began after the Awami League and the BNP said they would","{'rouge1': Score(precision=0.375, recall=0.2926829268292683, fmeasure=0.32876712328767116), 'rouge2': Score(precision=0.12903225806451613, recall=0.1, fmeasure=0.11267605633802817), 'rougeL': Score(precision=0.3125, recall=0.24390243902439024, fmeasure=0.273972602739726), 'rougeLsum': Score(precision=0.375, recall=0.2926829268292683, fmeasure=0.32876712328767116)}"
766,"Some of the refuge-seekers, identifying themselves as supporters of the opposition party Movement for Democratic Change, said militia members supporting President Robert Mugabe's party destroyed their homes or were hunting them because of their affiliation, according to a journalist at the scene.","{'rouge1': Score(precision=0.16666666666666666, recall=0.18181818181818182, fmeasure=0.17391304347826086), 'rouge2': Score(precision=0.0425531914893617, recall=0.046511627906976744, fmeasure=0.04444444444444444), 'rougeL': Score(precision=0.10416666666666667, recall=0.11363636363636363, fmeasure=0.10869565217391304), 'rougeLsum': Score(precision=0.10416666666666667, recall=0.11363636363636363, fmeasure=0.10869565217391304)}"
767,"summarize: EDWARDSVILLE, Illinois (CNN) -- A man suspected of bludgeoning eight people to death is a methamphetamine addict with a history of fighting with police, an investigator said as the suspected spree killer made his first court appearance. Su","{'rouge1': Score(precision=0.2978723404255319, recall=0.3684210526315789, fmeasure=0.32941176470588235), 'rouge2': Score(precision=0.08695652173913043, recall=0.10810810810810811, fmeasure=0.09638554216867469), 'rougeL': Score(precision=0.1276595744680851, recall=0.15789473684210525, fmeasure=0.14117647058823526), 'rougeLsum': Score(precision=0.2127659574468085, recall=0.2631578947368421, fmeasure=0.2352941176470588)}"
768,"Today's ruling is about an attempt by LVMH to protect uncompetitive commercial practices at the expense of consumer choice and the livelihood of law-abiding sellers that eBay empowers every day."" She said eBay intended to appeal the ruling.","{'rouge1': Score(precision=0.28888888888888886, recall=0.325, fmeasure=0.30588235294117644), 'rouge2': Score(precision=0.09090909090909091, recall=0.10256410256410256, fmeasure=0.0963855421686747), 'rougeL': Score(precision=0.15555555555555556, recall=0.175, fmeasure=0.16470588235294117), 'rougeLsum': Score(precision=0.2222222222222222, recall=0.25, fmeasure=0.23529411764705882)}"
769,"summarize: SEOUL, South Korea (CNN) -- Tens of thousands of South Koreans were demonstrating Saturday on the streets of the capital to protest the government's decision to import what they say is unsafe U.S.","{'rouge1': Score(precision=0.3888888888888889, recall=0.4, fmeasure=0.39436619718309857), 'rouge2': Score(precision=0.2, recall=0.20588235294117646, fmeasure=0.20289855072463767), 'rougeL': Score(precision=0.3055555555555556, recall=0.3142857142857143, fmeasure=0.3098591549295775), 'rougeLsum': Score(precision=0.3333333333333333, recall=0.34285714285714286, fmeasure=0.3380281690140845)}"
770,"Smith introduced Mandela to the London crowd celebrating Mandela's life with the words ""The one, the only, the birthday boy, Nelson Mandela, Nelson Mandelaaaaaaaaa."" London was the scene of a concert 20 years ago to celebrate Mandela's 70th and to raise awareness of his imprisonment.","{'rouge1': Score(precision=0.3488372093023256, recall=0.3191489361702128, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.07142857142857142, recall=0.06521739130434782, fmeasure=0.06818181818181818), 'rougeL': Score(precision=0.20930232558139536, recall=0.19148936170212766, fmeasure=0.2), 'rougeLsum': Score(precision=0.2558139534883721, recall=0.23404255319148937, fmeasure=0.24444444444444444)}"
771,"With the price of gold near historic highs, the find could be worth as much as $300 million on the market, Conroy told CNN.","{'rouge1': Score(precision=0.36585365853658536, recall=0.625, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.275, recall=0.4782608695652174, fmeasure=0.34920634920634924), 'rougeL': Score(precision=0.34146341463414637, recall=0.5833333333333334, fmeasure=0.43076923076923085), 'rougeLsum': Score(precision=0.34146341463414637, recall=0.5833333333333334, fmeasure=0.43076923076923085)}"
772,"soldier's desecration of the Quran, the Muslim holy book, requires the ""severest of punishments,"" not just an apology and a military reassignment. The Iraqi Islamic Party, the movement of Iraqi Vice President Tariq al-Hashimi, condemned what it said was a ""blatant assault on the sanctities of Muslims all over the world."" An","{'rouge1': Score(precision=0.38636363636363635, recall=0.3148148148148148, fmeasure=0.34693877551020413), 'rouge2': Score(precision=0.13953488372093023, recall=0.11320754716981132, fmeasure=0.125), 'rougeL': Score(precision=0.1590909090909091, recall=0.12962962962962962, fmeasure=0.14285714285714285), 'rougeLsum': Score(precision=0.3181818181818182, recall=0.25925925925925924, fmeasure=0.2857142857142857)}"
773,"summarize: BUENOS AIRES, Argentina (CNN) -- President Cristina Fernandez on Tuesday defended an increase in export taxes on grains that has riled many farmers, and she called on them to respect the law in protesting her policies.","{'rouge1': Score(precision=0.2571428571428571, recall=0.25, fmeasure=0.2535211267605634), 'rouge2': Score(precision=0.08823529411764706, recall=0.08571428571428572, fmeasure=0.08695652173913045), 'rougeL': Score(precision=0.2, recall=0.19444444444444445, fmeasure=0.19718309859154928), 'rougeLsum': Score(precision=0.22857142857142856, recall=0.2222222222222222, fmeasure=0.22535211267605634)}"
774,"summarize: SAN ANTONIO, Texas (CNN) -- The three Americans rescued Wednesday after more than five years in captivity in the jungles of Colombia appear to be in good health, doctors said Thursday. Marc","{'rouge1': Score(precision=0.14285714285714285, recall=0.1875, fmeasure=0.16216216216216214), 'rouge2': Score(precision=0.024390243902439025, recall=0.03225806451612903, fmeasure=0.027777777777777776), 'rougeL': Score(precision=0.09523809523809523, recall=0.125, fmeasure=0.1081081081081081), 'rougeLsum': Score(precision=0.14285714285714285, recall=0.1875, fmeasure=0.16216216216216214)}"
